id,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,con
412544,9Bet Lep,Nihal,5.470756,-20.759441,47.9164,-5.748,-83.65,-14,2.81,-0.592,G5II,0.807,6.1879,44.3763,-16.9837,-1.48E-06,-2.03E-05,-1.31E-05,Lep
419386,34Del Ori,Mintaka,5.53344367,-0.29908071,212.3142,1.67,0.56,16,2.25,-4.385,O9.5 II,-0.175,25.868,210.73,-1.108,2.88E-07,1.65E-05,4.91E-07,Ori
420805,11Alp Lep,Arneb,5.545504,-17.822289,594.6295,3.364,1.484,24,2.58,-6.291,F0Ib,0.211,67.199,562.091,-181.996,-6.70E-06,2.57E-05,-3.44E-06,Lep
425270,39Lam Ori,Meissa,5.58563248,9.93415437,336.7003,-1.03,-1.86,34,3.39,-4.246,O7.5(II),-0.16,35.908,329.703,58.086,5.44E-06,3.44E-05,3.01E-06,Ori
425847,44Iot Ori,Hatysa,5.590551,-5.909901,500.7762,-2.816,-1.693,22,2.75,-5.748,O9III,-0.21,53.2924,495.2554,-51.5621,9.15E-06,2.11E-05,-6.41E-06,Ori
427355,46Eps Ori,Alnilam,5.60355905,-1.20191725,606.0606,1.49,-1.06,26,1.69,-7.223,B0 Ia,-0.184,62.775,602.667,-12.713,-1.61E-06,2.68E-05,-3.67E-06,Ori
428894,,Bubup,5.6172268,-73.69934416,38.0439,138.794,-108.499,61.504,6.69,3.789,G0/1 V,0.584,1.068,10.625,-36.515,-2.56E-05,1.02E-06,-6.60E-05,Men
430018,123Zet Tau,Tianguan,5.627413,21.142549,136.4256,2.39,-18.04,20,2.97,-2.704,B4IIIp,-0.148,12.392,126.638,49.207,7.04E-07,2.34E-05,-3.75E-06,Tau
433710,Alp Col,Phact,5.660817,-34.074108,87.7132,1.685,-24.345,35,2.65,-2.065,B7IV,-0.12,6.443,72.368,-49.143,1.40E-06,2.38E-05,-2.86E-05,Col
435703,50Zet Ori,Alnitak,5.67931245,-1.94257841,225.7336,3.99,2.54,18,1.74,-5.028,O9.5 Ib,-0.199,18.918,224.809,-7.652,-2.80E-06,1.88E-05,2.15E-06,Ori
448767,53Kap Ori,Saiph,5.79594109,-9.66960186,198.4127,1.55,-1.2,21,2.07,-4.418,B0.5 Ia,-0.168,10.444,195.315,-33.327,-3.69E-07,2.10E-05,-4.75E-06,Ori
454990,Bet Col,Wazn,5.84933134,-35.76830949,27.0975,54.452,404.6,89,3.12,0.955,K1.5 III,1.146,0.867,21.969,-15.839,-3.01E-06,0.00010512,-1.01E-05,Col
463434,58Alp Ori,Betelgeuse,5.91952477,7.40703634,152.6718,27.33,10.86,21,0.45,-5.469,M2IA,1.5,3.189,151.364,19.682,-1.98E-05,2.07E-05,1.07E-05,Ori
473063,34Bet Aur,Menkalinan,5.99215817,44.94743492,24.8694,-56.41,-0.88,-19.4,1.9,-0.078,A2IV,0.077,0.036,17.601,17.569,6.77E-06,-1.40E-05,-1.41E-05,Aur
473490,37The Aur,Mahasim,5.995351,37.212585,50.7614,42.09,-73.61,30,2.65,-0.878,A0p Si,-0.083,0.049,40.426,30.699,-1.03E-05,3.54E-05,4.13E-06,Aur
491231,The Col,Elkurud,6.12545339,-37.25292059,239.6287,0.391,0.121,45,5,-1.898,B(8) IV,-0.095,-6.263,190.635,-145.056,-1.66E-06,3.67E-05,-2.77E-05,Col
505845,,Amadioha,6.22657194,-29.8972636,62.4333,147.648,16.6,72.449,8.98,5.003,G8/K0 IV/V,0.817,-3.209,54.029,-31.12,-4.86E-05,6.40E-05,-3.26E-05,CMa
508896,7Eta Gem,Propus,6.247961,22.506799,117.9245,-62.53,-10.24,19,3.31,-2.048,M3III,1.6,-7.067,108.713,45.141,3.44E-05,2.25E-05,2.03E-06,Gem
521604,,Red Rectangle,6.3328377,-10.63742128,440.5286,-10.98,-21.1,,8.85,0.63,B9 Ib/II,0.344,-37.679,431.315,-81.319,2.41E-05,-6.25E-06,-4.43E-05,Mon
522429,1Zet CMa,Furud,6.338553,-30.063367,105.3496,6.084,4.247,32,3.02,-2.093,B2.5V,-0.16,-8.071,90.819,-52.776,-5.70E-06,2.90E-05,-1.45E-05,CMa
528279,2Bet CMa,Mirzam,6.37832983,-17.95591658,151.0574,-3.45,0.47,34,1.98,-3.916,B1 II/III,-0.24,-14.21,142.996,-46.569,-7.47E-07,3.31E-05,-1.10E-05,CMa
528912,13Mu Gem,Tejat,6.382673,22.513586,71.0227,56.84,-108.79,55,2.87,-1.387,M3IIIvar,1.621,-6.562,65.281,27.195,-2.61E-05,6.40E-05,-1.31E-05,Gem
531292,Alp Car,Canopus,6.39919184,-52.69571799,94.7867,19.99,23.67,21,-0.62,-5.504,F0 II,0.164,-5.993,57.132,-75.396,-1.14E-05,2.06E-05,-1.05E-05,Car
542874,,Lucilinburhuc,6.47936452,38.96296146,46.9682,-42.748,-53.736,-20.823,7.89,4.531,G5,0.74,-4.571,36.233,29.534,1.08E-05,-7.58E-06,-2.29E-05,Aur
543927,,Lusitânia,6.48699763,10.93389768,34.9068,206.208,-62.55,-5.075,8.1,5.385,K5,0.846,-4.358,33.995,6.621,-3.42E-05,-7.50E-06,-1.14E-05,Mon
544315,,Ross 614,6.48972087,-2.81247539,4.1268,694.73,-618.62,16.7,11.12,13.042,M4.5Ve,1.69,-0.527,4.088,-0.203,-1.59E-05,1.45E-05,-1.32E-05,Mon
564533,24Gam Gem,Alhena,6.62852843,16.39941482,33.5121,-2.04,-66.92,-13,1.93,-0.696,A0IV,0.001,-5.266,31.714,9.461,1.91E-06,-9.50E-06,-1.42E-05,Gem
570519,,Nosaxa,6.66714607,-48.5419582,90.8556,26.513,29.76,23.514,8.05,3.258,G5 IV/V,0.747,-10.453,59.238,-68.091,-1.60E-05,2.33E-05,-9.34E-06,Pup
581317,27Eps Gem,Mebsuta,6.73220163,25.13112434,266.8336,-4.853,-11.78,10,3.06,-4.071,G8IB,1.377,-46.024,237.15,113.322,3.17E-06,1.66E-05,-9.45E-06,Gem
584955,9Alp CMa,Sirius,6.7525694,-16.71314306,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494,2.477,-0.758,9.53E-06,-1.21E-05,-1.22E-05,CMa
585396,31Xi Gem,Alzirr,6.7548235,12.89558957,18.4538,-114.564,-191.671,30,3.35,2.02,F3IV,0.443,-3.532,17.638,4.118,3.43E-06,3.51E-05,-9.87E-06,Gem
603861,,Nervia,6.85847681,40.86775354,42.8787,34.682,-122.686,11.984,8.1,4.939,G0,0.729,-7.226,31.61,28.056,-1.28E-05,2.37E-05,-1.13E-05,Aur
624992,21Eps CMa,Adhara,6.9770963,-28.97208931,124.2236,2.63,2.29,27,1.5,-3.971,B2 II,-0.211,-27.498,105.142,-60.172,-7.81E-06,2.36E-05,-1.22E-05,CMa
630089,,Citalá,7.00501022,-5.3671596,29.9177,-116.513,80.633,53.989,6.29,3.91,G0 V,0.572,-7.747,28.761,-2.798,1.74E-06,5.85E-05,6.48E-06,Mon
634345,22Sig CMa,Nganurganity,7.02865206,-27.93483318,398.6394,-5.714,4.89,22,3.49,-4.513,K4 III,1.729,-93.703,339.496,-186.749,4.18E-06,2.64E-05,-2.19E-06,CMa
640635,23Gam CMa,Muliphein,7.06263684,-15.63328488,131.8925,0.931,-11.435,32,4.11,-1.491,B8 II,-0.112,-34.881,122.13,-35.542,-8.69E-06,2.82E-05,-1.59E-05,CMa
641742,43Zet Gem,Mekbuda,7.0684809,20.57029288,325.4241,-7.738,-0.943,-0.831,4.01,-3.552,F7-G3IB,0.899,-84.119,292.833,114.34,1.18E-05,3.11E-06,-1.69E-06,Gem
655257,25Del CMa,Wezen,7.139857,-26.3932,492.6108,-2.75,3.33,34,1.83,-6.633,F8Ia,0.671,-129.733,421.761,-218.98,-3.92E-06,3.51E-05,-8.33E-06,CMa
691766,55Del Gem,Wasat,7.335383,21.98232,18.598,-27.722,-14.702,-15.3,3.5,2.153,F0IV...,0.374,-5.9067,16.2023,6.9621,7.15E-06,-1.23E-05,-7.09E-06,Gem
703984,31Eta CMa,Aludra,7.40158474,-29.30311979,609.7561,-3.76,6.66,41,2.45,-6.476,B5 IA,-0.083,-190.762,496.337,-298.433,-6.20E-06,4.71E-05,-3.35E-06,CMa
713289,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,-50.28,-38.45,22,2.89,-0.586,B8Vvar,-0.097,-18.21,45.556,7.148,2.46E-06,2.64E-05,-5.90E-06,CMi
714068,,Luyten's Star,7.45680611,5.22579983,3.7861,571.232,-3691.487,17.353,9.84,11.949,M5,1.573,-1.403,3.499,0.345,-1.86E-05,1.82E-05,-6.59E-05,CMi
735275,66Alp Gem,Castor,7.57666793,31.88863645,15.5958,-206.33,-148.18,6,1.58,0.615,A1V,0.034,-5.312,12.13,8.239,9.83E-06,1.65E-05,-6.27E-06,Gem
748861,71Omi Gem,Jishui,7.65275885,34.58435476,51.7229,-37.975,-105.132,13.705,4.89,1.322,F3III,0.413,-17.856,38.659,29.359,-2.47E-06,2.81E-05,-1.37E-05,Gem
749263,10Alp CMi,Procyon,7.65514946,5.22750767,3.5142,-716.57,-1034.58,-4,0.4,2.671,F5IV-V,0.432,-1.469,3.176,0.32,1.21E-05,2.89E-06,-1.79E-05,CMi
749430,,Ceibo,7.65606864,-78.27897264,37.659,-19.556,-39.926,33.613,9.37,6.491,K4 V,1.006,-3.214,6.942,-36.874,3.30E-06,1.36E-06,-3.51E-05,Cha
767229,78Bet Gem,Pollux,7.75537884,28.02631031,10.3584,-625.69,-45.95,3.6,1.16,1.084,K0III,0.991,-4.055,8.195,4.867,2.62E-05,1.78E-05,-3.07E-07,Gem
774070,,Tapecue,7.79714391,-54.26415395,32.5169,148.628,-278.753,22.362,8.1,5.539,G6 IV/V,0.745,-8.609,16.928,-26.395,-1.08E-05,-3.05E-05,-4.42E-05,Car
778244,7Xi Pup,Azmidi,7.821571,-24.85978712,332.6791,-3.61,-2.579,3,3.34,-4.27,G6 IA,1.218,-138.5554,268.175,-139.8584,4.70E-06,3.59E-06,-5.06E-06,Pup
804868,,Kaewkosin,7.985082,15.392426,29.39689334,-185.706,-56.994,26.341,12.33,9.988,,,-14.075,24.6,7.803,9.00E-06,3.76E-05,-6.81E-07,Cnc
816929,Zet Pup,Naos,8.05974171,-40.00318846,332.2259,-30.82,16.77,-24,2.21,-5.397,O5 IAF,-0.269,-130.675,218.376,-213.565,4.33E-05,2.43E-05,3.65E-05,Pup
825569,,Maru,8.113936,-66.299883,19.23187876,335.519,-288.994,,13.92,12.5,,0.05,-4.064,6.576,-17.61,-1.36E-05,-3.74E-05,-1.08E-05,Vol
827335,15Rho Pup,Tureis,8.125737,-24.304324,19.4553,-82.886,46.93,46,2.83,1.385,F2mF5IIp,0.458,-9.3662,15.0555,-8.0081,-1.70E-05,4.21E-05,-1.53E-05,Pup
839167,16Zet-2 Cnc,Tegmine,8.20354603,17.64774942,25.0815,28.29,-150.94,-11,4.67,2.673,F8V,0.531,-13.036,20.033,7.604,-7.16E-08,-6.20E-06,-2.09E-05,Cnc
849883,17Bet Cnc,Tarf,8.27525572,9.1855446,98.9845,-45.679,-49.505,22,3.53,-1.448,K4III,1.481,-54.824,80.886,15.801,3.56E-06,3.38E-05,-1.99E-05,Cnc
854423,,Násti,8.30615841,61.46072288,60.3871,128.266,30.427,-69.332,8.2,4.295,G0,0.652,-16.379,23.75,53.049,-7.24E-06,-5.56E-05,-5.80E-05,UMa
859735,19Lam Cnc,Piautos,8.34225995,24.02231191,174.3304,-20.843,-18.97,27.012,5.92,-0.287,B9V,-0.039,-91.636,130.221,70.969,-3.87E-06,3.61E-05,-3.40E-06,Cnc
864482,Eps Car,Avior,8.3752402,-59.50953829,185.5288,-25.34,22.72,2,1.86,-4.482,K3: III + B2: V,1.196,-54.837,76.515,-159.873,7.66E-06,2.84E-05,8.61E-06,Car
865279,31 Lyn,Alsciaukat,8.38058638,43.18813268,112.5771,-21.3,-100.621,24,4.25,-1.007,K5III,1.55,-47.9085,66.6494,77.0473,-2.29E-05,5.18E-05,-2.32E-05,Lyn
882500,1Omi UMa,Muscida,8.504431,60.718169,55.7617,-133.644,-107.664,20,3.35,-0.382,G4II-III,0.856,-16.628,21.618,48.637,7.06E-06,5.01E-05,3.60E-06,UMa
901191,5Sig Hya,Minchir,8.64595486,3.34143606,115.0916,-19.312,-16.031,26.833,4.45,-0.855,K2 III,1.216,-73.375,88.415,6.708,-9.54E-06,2.84E-05,-7.33E-06,Hya
902283,,Gakyid,8.65438972,12.96037353,83.6287,-114.147,-93.787,9.756,8.23,3.618,G5,0.962,-52.185,62.599,18.756,2.39E-05,4.37E-05,-3.48E-05,Cnc
904816,41Eps Cnc,Meleph,8.67416982,19.54480626,185.7482,-36.293,-12.133,30,6.29,-0.055,A6III,0.17,-112.78,133.871,62.141,4.01E-06,4.60E-05,-3.27E-08,Cnc
910644,43Gam Cnc,Asellus Borealis,8.72142952,21.46849861,53.6392,-105.76,-39.157,36.17,4.66,1.013,A1V,0.01,-32.631,37.775,19.631,-4.13E-06,4.68E-05,4.06E-06,Cnc
913598,47Del Cnc,Asellus Australis,8.74475018,18.15430914,41.969,-18.435,-227.813,17,3.94,0.825,K0III,1.083,-26.2537,30.0195,13.0765,-1.76E-05,2.58E-05,-3.86E-05,Cnc
913633,Del Vel,Alsephina,8.74505481,-54.70856797,24.6975,28.78,-104.14,2.2,1.93,-0.033,A0 V,0.043,-9.394,10.74,-20.159,3.25E-06,-8.95E-06,-9.04E-06,Vel
917915,11Eps Hya,Ashlesha,8.77959108,6.41877721,39.6354,-231.04,-40.17,36,3.38,0.39,G0III-IV,0.685,-26.198,29.411,4.431,8.24E-06,5.75E-05,-3.55E-06,Hya
929640,55Rho-1 Cnc,Copernicus,8.87661457,28.33082116,12.5868,-485.681,-233.517,27.188,5.96,5.46,G 8 V,0.869,-7.577,8.083,5.973,2.60E-07,4.31E-05,6.52E-07,Cnc
932096,,Stribor,8.89744575,33.05680972,78.0581,-95.11,-28.503,21.793,8.03,3.568,G0,0.626,-45.002,47.486,42.578,9.23E-06,4.26E-05,3.12E-06,Lyn
940655,65Alp Cnc,Acubens,8.9747827,11.85768694,54.5542,42.181,-31.16,-14.79,4.26,0.576,AM,0.141,-37.5022,38.0011,11.21,1.27E-06,-1.72E-05,-1.12E-05,Cnc
941942,9Iot UMa,Talitha,8.986828,48.041826,14.7057,-439.836,-214.071,13,3.12,2.283,A7IV,0.223,-6.928,6.976,10.936,7.99E-06,3.65E-05,-3.17E-07,UMa
944814,,Ross 686,9.014005,5.242018,22.15104354,-259.45,-210.197,7,12.68,10.953,,1.47,-15.654,15.539,2.024,1.31E-05,2.62E-05,-2.18E-05,Hya
944815,,Ross 687,9.01402076,5.24204999,22.1485,-255.426,-207.223,-37.1,12.37,10.643,M4,1.455,-15.6524,15.5382,2.0232,4.47E-05,-5.72E-06,-2.56E-05,Hya
949805,12Kap UMa,Alkaphrah,9.060427,47.156525,109.8901,-37.37,-55.39,4,3.57,-1.635,A1Vn,0.007,-53.668,51.996,80.573,-3.68E-06,3.13E-05,-1.71E-05,UMa
957613,Lam Vel,Suhail,9.13326613,-43.43258995,166.9449,-23.21,14.28,18,2.23,-3.883,K4 III,1.665,-88.663,82.682,-114.775,-2.78E-06,2.83E-05,-4.26E-06,Vel
960080,77Xi Cnc,Nahn,9.15598204,22.04545887,124.9375,-3.147,9.159,-7,5.16,-0.323,K0III,0.97,-85.1593,78.4733,46.894,7.70E-06,-4.51E-06,2.46E-06,Cnc
966940,Bet Car,Miaplacidus,9.22006689,-69.71747245,34.6981,-157.66,108.91,-5,1.67,-1.032,A1 III,0.07,-8.981,8.002,-32.547,6.14E-06,3.01E-05,1.11E-05,Car
973979,Iot Car,Aspidiske,9.284838,-59.275229,234.7418,-19.03,13.11,13,2.21,-4.643,A8Ib,0.189,-90.888,78.252,-201.792,-7.36E-07,2.92E-05,-3.81E-06,Car
982982,Kap Vel,Markeb,9.36856367,-55.01069531,175.4386,-10.72,11.24,22,2.47,-3.751,B2 IV/V,-0.141,-77.658,63.951,-143.73,-1.02E-05,2.02E-05,-1.30E-05,Vel
992688,30Alp Hya,Alphard,9.45979003,-8.65860165,55.2792,-14.49,33.25,-4,1.99,-1.723,K3 II-III,1.44,-43.003,33.723,-8.322,4.52E-06,1.39E-06,9.43E-06,Hya
994523,,Intercrus,9.47777513,45.60148152,84.6292,-7.184,-129.318,38.592,5.4,0.762,K 0 III-IV,0.993,-46.764,36.318,60.467,-4.99E-05,4.25E-05,-8.92E-06,UMa
999854,4Lam Leo,Alterf,9.5286743,22.96797209,114.2145,-18.45,-36.303,27,4.32,-0.969,K5III,1.541,-83.907,63.389,44.568,-2.04E-05,2.82E-05,-7.73E-06,Leo
1006897,,Illyrian,9.59588354,34.7807452,126.6568,16.321,-35.251,12.504,7.62,2.107,G0,0.864,-84.095,61.237,72.25,-2.44E-05,5.35E-06,-1.05E-05,LMi
1009425,,Kalausi,9.6199519,-43.27220617,40.8507,21.805,-120.094,28.991,8.23,5.174,K0/1 V + G (III),0.811,-24.154,17.357,-28.002,-6.81E-06,-4.23E-07,-3.76E-05,Vel
1013912,35Iot Hya,Ukdah,9.66426713,-1.14280908,77.4862,46.27,-62.544,23,3.9,-0.546,K2 III,1.313,-63.432,44.475,-1.545,-2.89E-05,-1.00E-06,-2.40E-05,Hya
1016167,14Omi Leo,Subra,9.68584283,9.89230752,41.3264,-142.621,-37.338,27,3.52,0.439,A2+F6II,0.516,-33.466,23.184,7.1,-7.15E-06,3.97E-05,-2.63E-06,Leo
1021914,,Añañuca,9.74162015,-45.77650213,9.4186,-462.621,-582.668,47.423,10.22,10.35,M1:,1.53,-5.454,3.662,-6.75,-4.81E-07,2.58E-05,-5.33E-05,Vel
1024340,17Eps Leo,Ras Elased Australis,9.76418707,23.77425356,69.7377,-46.154,-10.799,4,2.97,-1.247,G0I-II,0.808,-53.196,35.259,28.114,4.27E-06,1.59E-05,-1.69E-06,Leo
1031659,,Natasha,9.83402696,-49.79026178,33.5264,24.523,-60.128,32.939,8.54,5.913,K1 V,0.855,-18.257,11.626,-25.604,-1.42E-05,4.31E-06,-3.20E-05,Vel
1034133,39Ups-1 Hya,Zhang,9.85797034,-14.84661184,80.9061,18.68,-21.88,-15,4.11,-0.43,G6/8 III,0.918,-66.227,41.593,-20.731,1.05E-05,-1.53E-05,-4.36E-06,Hya
1036347,24Mu Leo,Rasalas,9.8793937,26.00695148,38.3184,-216.266,-55.125,14,3.88,0.963,K2III,1.222,-29.2656,18.1523,16.8019,6.42E-06,4.33E-05,-2.93E-06,Leo
1039980,,Felis,9.91450229,-19.00935839,176.0904,-45.386,-40.456,53.68,4.94,-1.289,K5 III,1.559,-142.2832,86.4501,-57.3563,-1.46E-05,5.42E-05,-5.05E-05,Hya
1042164,,Bibha,9.93497795,-3.80842707,103.3242,-66.939,16.178,30.797,8.73,3.659,G1 V,0.664,-88.393,53.06,-6.863,-1.01E-05,4.52E-05,5.99E-06,Sex
1063525,32Alp Leo,Regulus,10.13957205,11.96719513,24.3132,-249.4,4.91,6,1.36,-0.569,B7V,-0.087,-21.019,11.132,5.041,8.56E-06,2.87E-05,1.84E-06,Leo
1077796,36Zet Leo,Adhafera,10.278171,23.417311,71.2367,21.161,-8.263,-12.32,3.43,-0.834,F0III,0.307,-58.8392,28.4791,28.3112,6.20E-06,-1.11E-05,-7.63E-06,Leo
1078526,33Lam UMa,Tania Borealis,10.284952,42.914365,69.1592,-152.974,-49.462,13.82,3.45,-0.749,A2IV,0.029,-45.6293,21.9854,47.0909,2.77E-06,5.56E-05,-2.52E-06,UMa
1083342,41Gam-1 Leo,Algieba,10.3328227,19.84186032,39.8883,310.77,-152.88,-37,2.01,-0.994,K0P,1.128,-34.003,15.861,13.539,-2.24E-06,-6.53E-05,-4.07E-05,Leo
1087501,34Mu UMa,Tania Australis,10.37215027,41.4995165,56.1839,-73.749,28.259,-21,3.06,-0.688,M0III,1.603,-38.3159,17.395,37.2284,2.76E-05,9.53E-06,-8.47E-06,UMa
1124195,,Macondo,10.73914307,-33.57702091,28.4855,-92.635,-152.119,43.442,8.3,6.027,K3 V,0.945,-22.451,7.692,-15.754,-1.99E-05,2.03E-05,-4.21E-05,Ant
1138221,46 LMi,Praecipua,10.88852877,34.21487888,30.3757,90.625,-278.664,16,3.79,1.377,K0III-IV,1.04,-24.0632,7.2068,17.0798,-3.89E-05,-2.28E-06,-2.47E-05,LMi
1143129,,Wolf 359,10.941484,7.01532,2.408597344,-3866.338,-2699.215,19.57,13.45,16.541,,2,-2.3,0.654,0.294,-1.05E-05,4.99E-05,-2.88E-05,Leo
1144024,,Aiolos,10.95083778,-68.66734161,86.4613,-41.128,12.861,18.041,7.36,2.676,A8 III,0.23,-30.274,8.531,-80.537,-6.62E-06,1.98E-05,-1.52E-05,Car
1147773,47 UMa,Chalawan,10.99110354,40.43026,13.8875,-316.85,55.18,11.238,5.03,4.317,G0V,0.624,-10.205,2.76,9.006,-5.50E-07,2.22E-05,1.03E-05,UMa
1148268,7Alp Crt,Alkes,10.99624027,-18.29878471,49.0935,-462.303,128.614,47,4.08,0.625,K1 III,1.079,-45.0111,12.1083,-15.4138,-2.48E-05,0.000120606,1.40E-05,Crt
1151532,48Bet UMa,Merak,11.0306641,56.38234478,25.9047,79.959,32.365,-12,2.34,0.273,A0V,0.033,-13.8826,3.6002,21.5725,7.33E-06,-1.23E-05,-7.97E-06,UMa
1153939,,Lalande 21185,11.05561028,35.96989228,2.5461,-580.057,-4776.589,-85.111,7.49,10.461,M2V,1.502,-1.998,0.504,1.495,3.65E-05,-1.82E-06,-9.88E-05,UMa
1154608,50Alp UMa,Dubhe,11.06217691,61.75111888,37.679,-136.46,-35.25,-9,1.81,-1.07,F7V comp,1.061,-17.299,4.335,33.191,4.78E-06,2.45E-05,-1.12E-05,UMa
1156214,,Dingolay,11.07901531,-2.51321213,139.3011,27.824,-17.902,-1.398,8.21,2.49,G6 V,0.856,-135.141,33.231,-6.108,-2.59E-06,-1.87E-05,-1.20E-05,Leo
1169812,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442,3.337,6.281,1.26E-05,-1.53E-05,-1.79E-05,Leo
1170001,70The Leo,Chertan,11.23733488,15.4295709,49.2223,-60.538,-78.675,6.888,3.33,-0.131,A0V,-0.003,-46.506,9.411,13.096,-8.69E-06,1.65E-05,-1.62E-05,Leo
1175087,,Hunahpú,11.29654263,-23.97540845,113.1674,-130.715,-16.761,-10.516,8.05,2.781,K0 III/IV,0.962,-101.655,18.936,-45.985,2.65E-05,6.80E-05,-4.03E-06,Crt
1175645,53Xi UMa,Alula Australis,11.30303213,31.52919433,10.4167,-425.24,-581.01,-15.9,4.33,4.241,G0V,0.59,-8.731,1.611,5.447,2.44E-06,2.14E-05,-3.35E-05,UMa
1175646,53Xi UMa,Alula Australis B,11.30303213,31.52919433,10.4167,-425.24,-581.01,-13.6,4.8,4.711,G0 Ve,,-8.731,1.611,5.447,4.66E-07,2.18E-05,-3.23E-05,UMa
1176044,54Nu UMa,Alula Borealis,11.30798248,33.09430465,125.277,-26.139,27.892,-9,3.49,-1.999,K3III,1.4,-103.236,18.911,68.404,1.95E-05,1.26E-05,9.17E-06,UMa
1183948,,Shama,11.4048211,-1.52906372,55.0115,-178.689,-159.528,33.252,9.1,5.398,G8/K0 IV,0.874,-54.326,8.534,-1.468,-2.51E-05,5.22E-05,-4.34E-05,Leo
1193840,1Lam Dra,Giausar,11.52339442,69.33107562,115.6631,-41.24,-18.851,7,3.82,-1.496,M0III,1.613,-40.508,5.081,108.219,-9.44E-06,2.45E-05,2.97E-06,Dra
1198837,,Formosa,11.58437593,20.44154732,138.2264,-59.897,-0.996,-5.161,6.45,0.747,G9III,1.01,-128.756,14.066,48.276,9.04E-06,3.94E-05,-2.47E-06,Leo
1199910,,Sagarmatha,11.59764586,-4.75570251,49.6055,-11.535,35.586,1.095,8.42,4.942,G8 V,0.76,-49.161,5.198,-4.113,-1.52E-06,2.95E-06,8.44E-06,Leo
1208459,,Noquisi,11.703064,26.70657,9.775,895.088,-813.55,8.87,10.67,10.719,M3,1.493,-8.706,0.678,4.393,-2.86E-05,-4.03E-05,-3.04E-05,Leo
1212137,,Uklun,11.7473508,-58.70370853,39.4429,-63.574,-70.331,49.517,7.47,4.49,G6 V,0.721,-20.444,1.354,-33.704,-1.40E-05,1.31E-05,-5.03E-05,Cen
1213317,,Flegetonte,11.76174752,2.82148303,29.357,-188.815,-113.269,1.89,8.07,5.731,K0 V,0.835,-29.264,1.828,1.445,-1.04E-06,2.70E-05,-1.60E-05,Vir
1213827,63Chi UMa,Taiyangshou,11.76750377,47.77940553,60.834,-138.297,28.66,-9,3.69,-0.231,K0III,1.181,-40.804,2.487,45.051,1.49E-05,4.00E-05,-1.14E-06,UMa
1216215,,Ross 128,11.795666,0.804563,3.3749,607.299,-1223.028,-31.1,11.12,13.479,M4.5V,1.746,-3.37,0.181,0.048,3.09E-05,-1.16E-05,-2.05E-05,Vir
1218019,94Bet Leo,Denebola,11.81774398,14.57233687,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3V,0.09,-10.634,0.508,2.768,-5.83E-08,2.66E-05,-5.92E-06,Leo
1220290,5Bet Vir,Zavijava,11.84492172,1.76471731,11.0018,740.746,-270.927,4.3,3.59,3.383,F9 V,0.518,-10.9877,0.4459,0.3392,-6.44E-06,-3.93E-05,-1.43E-05,Vir
1221255,,Aniara,11.85625276,57.64073276,122.413,-12.002,-17.53,-26.043,7.86,2.421,K 0 III,0.971,-65.472,2.465,103.403,5.73E-06,6.91E-06,-2.81E-05,UMa
1223504,,Groombridge 1830,11.88282,37.718679,9.1718,4002.655,-5817.8,-98.054,6.42,6.608,G8Vp,0.754,-7.25,0.224,5.613,-8.44E-05,-0.000175459,-0.000265961,UMa
1224714,64Gam UMa,Phecda,11.89717879,53.6947574,25.5037,107.76,11.16,-13,2.41,0.377,A0V,0.044,-15.095,0.406,20.553,8.62E-06,-1.36E-05,-9.90E-06,UMa
1240949,,Tonatiuh,12.08753247,76.90573431,100.7256,147.183,-92.464,-20.342,5.78,0.764,G9III,1.029,-22.814,-0.523,98.107,-3.76E-05,-7.28E-05,-3.05E-05,Cam
1245131,1Alp Crv,Alchiba,12.140225,-24.728875,14.9769,96.976,-40.023,2.9,4.02,3.143,F0IV/V,0.334,-13.594,-0.499,-6.265,-1.22E-06,-7.09E-06,-3.88E-06,Crv
1254346,Del Cru,Imai,12.25242117,-58.74892829,139.5072,-36.951,-11.296,22,2.79,-2.933,B2 IV,-0.193,-72.217,-4.779,-119.265,-6.78E-06,2.46E-05,-2.32E-05,Cru
1254749,69Del UMa,Megrez,12.257086,57.032617,24.7967,103.947,8.141,-12.387,3.32,1.348,A3Vvar,0.077,-13.463,-0.907,20.804,8.54E-06,-1.19E-05,-1.01E-05,UMa
1255242,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4,2.58,-0.785,B8III,-0.107,-44.806,-3.095,-14.197,-1.52E-07,3.65E-05,6.09E-06,Crv
1260755,15Eta Vir,Zaniah,12.33176502,-0.66679342,75.9348,-54.665,-17.642,2,3.89,-0.512,A2 IV,0.026,-75.6436,-6.5868,-0.8838,-3.71E-06,1.99E-05,-6.52E-06,Vir
1262718,Eps Cru,Ginan,12.35600253,-60.40114907,70.4232,-171.223,91.795,-5,3.59,-0.649,K3/4 III,1.389,-34.633,-3.237,-61.233,-3.01E-05,5.59E-05,1.99E-05,Cru
